source_id,source_type,source_subtype,country_nl,country_de,country_en,treaty_parties,available_languages,effective_date,xml_file_path,official_url,legal_jurisdiction,current_status,full_title_nl,full_title_de,full_title_en,short_title_nl,short_title_de,short_title_en,tmx_glossary_path,tmx_book1_path,tmx_book2_3_path,tmx_book4_path,notes
nl-de-tax-treaty-2012,treaty,tax_treaty,Nederland,Deutschland,,Netherlands|Germany,nl-nl|de-de,2012-04-01,legislation/netherlands/BWBV0005862_2022-07-31_0/BWBV0005862_2022-07-31_0.xml,https://wetten.overheid.nl/BWBV0005862/2022-07-31,international,in_force,"Verdrag tussen het Koninkrijk der Nederlanden en de Bondsrepubliek Duitsland tot het vermijden van dubbele belasting","Abkommen zwischen dem Königreich der Niederlande und der Bundesrepublik Deutschland zur Vermeidung der Doppelbesteuerung",,NL-DE Belastingverdrag 2012,NL-DE Steuerabkommen 2012,,,,,,"Double taxation avoidance treaty, 202 NL-DE term pairs extracted"
nl-civil-procedure-2025,legislation,civil_procedure_code,Nederland,,Netherlands,,nl-nl|en-gb,2025-01-01,legislation/netherlands/BWBR0001827_2025-01-01_0/BWBR0001827_2025-01-01_0.xml,https://wetten.overheid.nl/BWBR0001827/2025-01-01,national,in_force,Wetboek van Burgerlijke Rechtsvordering,,Code of Civil Procedure,Wetboek van Burgerlijke Rechtsvordering,,Dutch Code of Civil Procedure,translation-dictionaries/netherlands/Glossary_Dutch_Code_of_Civil_Procedure.tmx,translation-dictionaries/netherlands/Dutch_Code_of_Civil_Procecudre_Book_1.tmx,translation-dictionaries/netherlands/Dutch_Code_of_Civil_Procecudre_Book_2_and_3.tmx,translation-dictionaries/netherlands/Dutch_Code_of_Civil_Procecudre_Book_4.tmx,"Professional NL-EN translation by Alex Burrough, ~1000+ terms + ~4000 sentence pairs from TMX files"
