source_id,source_type,source_subtype,country_nl,country_de,treaty_parties,available_languages,effective_date,xml_file_path,official_url,legal_jurisdiction,current_status,full_title_nl,full_title_de,short_title_nl,short_title_de
nl-de-tax-treaty-2012,treaty,tax_treaty,Nederland,Deutschland,Netherlands|Germany,nl-nl|de-de,2012-04-01,legislation/netherlands/BWBV0005862_2022-07-31_0/BWBV0005862_2022-07-31_0.xml,https://wetten.overheid.nl/BWBV0005862/2022-07-31,international,in_force,"Verdrag tussen het Koninkrijk der Nederlanden en de Bondsrepubliek Duitsland tot het vermijden van dubbele belasting op het gebied van belastingen naar het inkomen en het ontgaan van belasting","Abkommen zwischen dem Königreich der Niederlande und der Bundesrepublik Deutschland zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und zur Verhinderung der Steuerverkürzung",NL-DE Belastingverdrag 2012,NL-DE Steuerabkommen 2012
